,date,confirmed_cases,confirmed_rate,State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation
278,2020-11-05,8237,186.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
279,2020-11-06,8398,189.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
280,2020-11-07,8616,213.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
281,2020-11-08,8824,170.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
282,2020-11-09,8957,208.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
283,2020-11-10,9241,278.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
284,2020-11-11,9514,261.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
285,2020-11-12,9763,280.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
286,2020-11-13,10074,283.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
287,2020-11-14,10329,189.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
288,2020-11-15,10453,175.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
289,2020-11-16,10680,219.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
290,2020-11-17,10891,234.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
291,2020-11-18,11148,276.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
292,2020-11-19,11444,292.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
293,2020-11-20,11733,324.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
294,2020-11-21,12092,336.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
295,2020-11-22,12406,339.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
296,2020-11-23,12771,324.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
297,2020-11-24,13054,323.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
298,2020-11-25,13417,381.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
299,2020-11-26,13817,460.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
300,2020-11-27,14338,443.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
301,2020-11-28,14703,400.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
302,2020-11-29,15138,478.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
303,2020-11-30,15660,461.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
304,2020-12-01,16060,464.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.72%20new.pdf,"N.Y. Exec. Order No. 202.72 (Nov. 3, 2020)"
305,2020-12-02,16588,533.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
306,2020-12-03,17127,661.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
307,2020-12-04,17910,663.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
308,2020-12-05,18453,582.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
309,2020-12-06,19074,532.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
310,2020-12-07,19518,398.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
311,2020-12-08,19871,565.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
312,2020-12-09,20648,698.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
313,2020-12-10,21267,592.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
314,2020-12-11,21833,643.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
315,2020-12-12,22553,685.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
316,2020-12-13,23203,596.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
317,2020-12-14,23745,545.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
318,2020-12-15,24293,600.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
319,2020-12-16,24946,675.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
320,2020-12-17,25643,721.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
321,2020-12-18,26389,708.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
322,2020-12-19,27059,679.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
323,2020-12-20,27748,630.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
324,2020-12-21,28319,507.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
325,2020-12-22,28762,579.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
326,2020-12-23,29477,644.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
327,2020-12-24,30051,587.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
328,2020-12-25,30651,513.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
329,2020-12-26,31077,404.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
330,2020-12-27,31459,461.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
331,2020-12-28,31999,499.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
332,2020-12-29,32457,530.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO%20202.79-new.pdf,"N.Y. Exec. Order No. 202.79 (Dec. 2, 2020)"
333,2020-12-30,33059,648.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
334,2020-12-31,33754,766.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
335,2021-01-01,34592,730.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
336,2021-01-02,35214,593.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
337,2021-01-03,35778,522.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
338,2021-01-04,36258,463.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
339,2021-01-05,36705,536.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
340,2021-01-06,37330,674.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
341,2021-01-07,38053,759.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
342,2021-01-08,38849,751.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
343,2021-01-09,39555,722.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
344,2021-01-10,40293,569.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
345,2021-01-11,40693,432.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
346,2021-01-12,41157,475.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
347,2021-01-13,41644,460.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
348,2021-01-14,42077,565.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
349,2021-01-15,42774,574.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
350,2021-01-16,43226,442.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
351,2021-01-17,43659,390.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
352,2021-01-18,44007,329.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
353,2021-01-19,44318,312.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
354,2021-01-20,44631,342.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
355,2021-01-21,45002,384.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
356,2021-01-22,45400,352.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
357,2021-01-23,45706,332.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
358,2021-01-24,46064,279.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
359,2021-01-25,46265,206.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
360,2021-01-26,46476,288.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/sites/governor.ny.gov/files/atoms/files/EO_202.87.pdf,"N.Y. Exec. Order No. 202.87 (Dec. 30, 2020)"
361,2021-01-27,46841,359.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
362,2021-01-28,47195,311.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
363,2021-01-29,47464,263.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
364,2021-01-30,47721,266.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
365,2021-01-31,47996,221.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
366,2021-02-01,48163,154.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
367,2021-02-02,48304,185.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
368,2021-02-03,48534,238.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
369,2021-02-04,48781,221.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
370,2021-02-05,48976,205.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
371,2021-02-06,49192,195.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
372,2021-02-07,49366,202.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
373,2021-02-08,49596,152.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
374,2021-02-09,49671,139.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
375,2021-02-10,49875,204.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
376,2021-02-11,50080,182.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
377,2021-02-12,50240,141.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
378,2021-02-13,50363,155.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
379,2021-02-14,50550,167.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
380,2021-02-15,50697,140.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
381,2021-02-16,50830,119.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
382,2021-02-17,50935,152.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
383,2021-02-18,51134,160.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
384,2021-02-19,51255,144.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
385,2021-02-20,51423,154.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
386,2021-02-21,51564,125.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
387,2021-02-22,51674,119.0,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
388,2021-02-23,51802,119.5,NY,Monroe County,36.0,55.0,1.0,Yes,Official,https://www.governor.ny.gov/news/no-20292-continuing-temporary-suspension-and-modification-laws-relating-disaster-emergency,"N.Y. Exec. Order No. 202.92 (Jan. 27, 2021)"
